Name,Comment,Time,Likes,Reply Count
RONSGOD,So is this movie 1080p or 4k or 8k?<br>Cuz this trailer is Trash in ONLY 1080p!<br>I expected more.,2022-11-03T01:13:02Z,3,0
Ceicel Rockmonster,Don’t look as good as the first one… after waiting this long for a sequel it better blow me out of the water.,2022-11-03T01:12:56Z,0,0
Pretzelcoatlus Castrocoatlus,Wow Subnautica 3 looks awesome!,2022-11-03T01:12:44Z,1,0
Frankie Bouchier,They've borrowed a lot of ideas from my latest music vid tbh,2022-11-03T01:12:32Z,2,0
Михаил,"My favorite movie is Avatar, I'm looking forward to the second part. 😍❤",2022-11-03T01:12:27Z,0,0
Ivin3690,I for one am not hyped lol,2022-11-03T01:12:21Z,0,0
Trip Ni France,It tooks10 years for this masterpiece . This movie will going to blow up again like the first one. Can't wait to watch it .,2022-11-03T01:12:19Z,1,0
Invictus _1,"Damn what a pretty planet, but what pandora really needs is a nice Walmart and parking lot.",2022-11-03T01:12:17Z,0,0
Inder Brar,So interesting ✌️✌️,2022-11-03T01:12:03Z,0,0
SAF1981,This looks FAKE to me. Aren't they supposed to be yellow with dungarees on?🤔,2022-11-03T01:12:02Z,0,0
Oscar MB,Esto no es épico 😎😭<br>Esto es legendario 😎😎😎👍❤️,2022-11-03T01:11:59Z,0,0
Steele Family,🥹🥹,2022-11-03T01:11:56Z,0,0
YoBoy,💝💝,2022-11-03T01:11:46Z,0,0
André Roronora Zoro,Can’t wait for Avatar 3 in 2032,2022-11-03T01:11:30Z,0,0
Nyriq Sutton,I wonder if the humans are gonna come back again and stir some shit up.,2022-11-03T01:11:25Z,0,0
Ahmad A,nobody wants this,2022-11-03T01:11:09Z,0,0
Talan Pollack,Fr tho what is this movie abt,2022-11-03T01:11:05Z,1,0
Total Virtual Gaming,"I respect everyone who were involved in this , Seriously the best piece that I' ve ever seen on YouTube ,HATS OFF TO WELL ALL ! LOVE YOUR VIDEOS !!!!❤️.",2022-11-03T01:11:04Z,2,0
Facundo Cortez T.,💙💙💙💙💙💙💙💙🌊🌊🌊🌊🌊,2022-11-03T01:10:52Z,1,0
Todd Sedlak,"The first one was so visually stunning that one could look past the utterly cliche plot and mediocre acting. Nothing like it had been done before so they got away with it. Not so, now. The rest of the world has caught up, and they aren't going to get away with a weak story this time, looks like they're trying though.",2022-11-03T01:10:39Z,1,0
Mariela Mundo,"If you have not yet been to Disney World to experience the World of Pandora, do it! This will forever be one of my favorite movies! 😍",2022-11-03T01:10:32Z,2,1
Mars Saturn,Now all James needs to do is introduce the blue people into the Multiverse!,2022-11-03T01:10:21Z,0,0
Facundo Cortez T.,"Excelente, excelente, excelente",2022-11-03T01:10:02Z,1,0
itsliv 💗,I just watched avatar like a month ago maybe and it’s my fav movie! So I can’t wait for the 2nd!!,2022-11-03T01:09:59Z,0,0
T1NKER GAMING,PLEASE!!! DO THIS A GAME SERIES,2022-11-03T01:09:55Z,0,0
Nevets t. Smith,"&gt;subtly changes font<br>I saw you there, James.",2022-11-03T01:09:55Z,0,0
Dead_stroke,Dam the Camera Man can breathe under water,2022-11-03T01:09:52Z,0,0
Touch. Me. I Will Turn You On,"I work for one of the studios that put a lot of heavy work on this film. Lots of crazy overtime, on average some will work 56-70hours. Very tight weekly deadlines, the stress levels were high, and the technical challenges for the motion editors, animators and VFX people in general were many. But seeing it all come together into this incredible master piece makes it all worth it. We hope everyone enjoys it. I cannot wait to see this movie!",2022-11-03T01:09:44Z,0,0
Lozt Bwoi,Everyone on twitter Try Ng so hard to hate but watch the views and likes. I can't wait to jump back into this world,2022-11-03T01:09:41Z,0,0
The Canadian Jake 16,I get subnautica vibes from this,2022-11-03T01:09:37Z,0,0
Flyte Industries,The first film was ok...sort of.  This new one looks boooring.,2022-11-03T01:09:35Z,0,0
ToTheSpace,Biology is precious.,2022-11-03T01:09:20Z,0,0
Zaranimates,I can already tell this movies gonna be like 3 hrs,2022-11-03T01:09:14Z,0,0
ecko5127,cant waittt,2022-11-03T01:08:58Z,0,0
Shadow Official,Who's from India,2022-11-03T01:08:45Z,1,0
D J,"Oh shit, ole girl gonna did I think. Zoe Saladanas Avatar",2022-11-03T01:08:06Z,0,0
rick sanchez,13 years later no thanks<br>zzzzzzz,2022-11-03T01:08:01Z,0,0
meekeedutska,"Smh, naahh",2022-11-03T01:07:41Z,0,0
Shawn G,Looks like a video game.,2022-11-03T01:07:39Z,0,1
PatrickCS,I  had diarrhea this morning. The toilet was filled with smelly brown liquid,2022-11-03T01:07:09Z,2,1
lk7496,Looks terrible.,2022-11-03T01:07:02Z,0,0
dacentafielda12,So much fluid simulations😳😳 I wonder what took longer: baking the simulations or rendering the footage.,2022-11-03T01:06:57Z,0,0
How To Counter,"Cant wait for Avatar The Way Of Fire, Earth and Wind",2022-11-03T01:06:55Z,1,0
Charlie Brooks,"Very cool, can hardly wait!",2022-11-03T01:06:39Z,0,0
SMToon Surprise,"&quot;Up ahead is Avatar 2. You grew up hearing about it, but you never figured you'd be going there.&quot; 💙",2022-11-03T01:06:24Z,0,0
PFAD OLEIN,bagus banget anjeng..,2022-11-03T01:05:51Z,1,0
Dingle McCringleberry,"Be water my friend...<br><br>-Idk, said by a certain legend",2022-11-03T01:05:46Z,0,0
L. Swick,"I actually bought my first high definition, flat screen TV because the original Avatar was being shown on blu-ray on that Samsung model in a store...lol<br>Bought the TV, the movie and a blue-ray player...lol",2022-11-03T01:05:38Z,0,0
Aditya jung Thapa,💥,2022-11-03T01:05:29Z,0,0
Alex Manrique,When are we getting a 4k bluray release for part 1. We need it!!!,2022-11-03T01:05:20Z,0,0
Original History Channel,"Again bad people and good natives, add more pink ponies and chocolate, well, to the classics. It used to be better.",2022-11-03T01:05:10Z,0,0
Richie M,Gotta watch it in 3D.<br>The question is do i eat some shrooms beforehand,2022-11-03T01:04:54Z,0,0
Manic Gamer The Hedgehog,I love the avatar films,2022-11-03T01:04:53Z,0,0
some person,"cant believe they spent so long as avatars to release the movie, what dedication",2022-11-03T01:04:10Z,0,0
jacob augustin,Rooting for the humans.,2022-11-03T01:03:49Z,0,0
Michael Adhi,Uncanny valley... PFFT... This is uncanny CANYON!,2022-11-03T01:03:45Z,0,0
Billy Tucker,I think I'll watch the torrent.,2022-11-03T01:03:32Z,0,0
donkyuhbuhts540,Aannnd let the &quot;will this thing suck?&quot; debates begin.,2022-11-03T01:03:31Z,0,0
Mohammad Usman,Waited for this for 13 long years.,2022-11-03T01:03:30Z,1,0
Elvin Garcia,From the creators of Alita: Battle Angel,2022-11-03T01:03:28Z,0,0
Chris,Wow I remember watching the first one and it was incredible this is looking to be insane I already know they are going to break box office records again 😂😂,2022-11-03T01:03:26Z,0,0
Touch. Me. I Will Turn You On,"The actors turned themselves into avatars and lived underwater for 10 years to prepare for their roles, that’s true dedication",2022-11-03T01:03:13Z,0,0
Cling Fray 3,It didn't make sense for it to be the highest grossing film and not have a sequel. Guess they're working on it?,2022-11-03T01:03:06Z,0,0
Adrián Alonso,12 years for this? wtf humanity is lost.,2022-11-03T01:02:47Z,0,0
ickyzachattack,@THXLimited<br>You should make a sequel to amazing life when it gets released!<br>That would be pretty awesome!,2022-11-03T01:02:34Z,0,0
CUSTOM GAMERS YT,🐍,2022-11-03T01:02:29Z,0,0
Rena Lopez,I’ve waited patiently for this…I am so happy ❤ that the time is soon!!!,2022-11-03T01:02:27Z,0,0
Samuel Aguilar,"Más de tres horas de esta maravilla, ya estoy ansioso por poder verla después de esperar por mas de 10 años 🥰🥰🥰",2022-11-03T01:02:25Z,56,0
Lucifer the king of devil,Outstanding,2022-11-03T01:02:08Z,0,0
Elijah,Second trailer we see Jake comforting Neytiri at the end... Wonder what the narrative significance of that is?,2022-11-03T01:01:56Z,0,0
coletrain cyclist,Bedwench back at it huh,2022-11-03T01:01:51Z,0,0
Blackadder,"Is this a battle of savages against civilization?<br> And all this is approved?<br> Then why do you live in the cities, go to the forests!",2022-11-03T01:01:19Z,0,0
Alex,So it's a cartoon? 🙈,2022-11-03T01:01:14Z,0,0
Frankie Chong,Oh wow!! Chills I definitely did not feel.,2022-11-03T01:01:11Z,0,0
Krusty,Cant wait!,2022-11-03T01:01:09Z,0,0
El Gansito,Again fighting humans eh probably just a repeat smh,2022-11-03T01:00:34Z,0,0
Nasir Radcliffe,Water is space space is water,2022-11-03T01:00:29Z,0,0
CK,boring... same theme again,2022-11-03T01:00:26Z,0,0
Jory,"2009 called, they want their video graphics back",2022-11-03T01:00:20Z,0,0
All Pinck,I'm so happy it's actually happening,2022-11-03T01:00:14Z,0,0
Adam Boreland,READY!,2022-11-03T00:59:55Z,0,0
youtube channel,Exited💥,2022-11-03T00:59:34Z,0,0
Payout,Why this look like worse quality than the first avatar that’s like 10+ years old 😅,2022-11-03T00:59:32Z,0,0
NsAfD'ler-Klatscher,Epic .... Just epic! 😍❤️<br>Smiling whole the time ... Now I need some friends to go to the cinema ... not allone. 😔<br><br><br><br>Joking. 😂,2022-11-03T00:59:28Z,0,0
Galib Khan,"It was a really really really great experience indeed. I was lucky enough to work under the director himself. I was never ready for it. Well, if you believe that you can do it, than you do it. But that's what people are going to say. What k would say is, this a freaking lie and I don even know the director's name. Ahahahah! <br>Sorry for making a joke 🤣",2022-11-03T00:59:24Z,1,0
Far from experienced,Just hope it isn’t spoiled with dumb political wok propaganda,2022-11-03T00:59:22Z,0,0
Fantastic Frankie,Looks more digitized than the first,2022-11-03T00:59:17Z,1,0
¡KICK Taekwondo!,Absolutly amazing,2022-11-03T00:59:13Z,0,0
Flo J. Simpson,Raising the bar yet again... <b>Hat Tip</b><br><br>&quot;James Cameron doesn't do what James Cameron does for James Cameron. James Cameron does what James Cameron does because James Cameron is James Cameron!&quot;<br><br>--James Cameron<br><br>🧤🖖🏿,2022-11-03T00:59:05Z,0,0
Dmitri,Somehow I don't like it,2022-11-03T00:58:47Z,0,0
fluffy doge,This movie is making me thirsty,2022-11-03T00:58:40Z,1,0
Nairobi Deserves better,Looks kinda boring,2022-11-03T00:58:28Z,0,0
Chris Smith,Corny as hell!!! So sick of this childish shit!,2022-11-03T00:57:56Z,1,0
LAST SHADOW,"I never got to see the first Avatar in theaters due to being locked up in youth corrections, but for this one I'm definitely going all out at the theater! It's gonna be so fun!!!",2022-11-03T00:57:44Z,3,0
Resdome_83,"At <a href=""https://www.youtube.com/watch?v=d9MyW72ELq0&amp;t=1m35s"">1:35</a> the scene and the choir are so beautiful. I can't even begin to explain how amazed and excited I am for this movie, it has been a huge part of my childhood and still is. Good story or not, the visuals and music will make this movie so worth it. Counting down the days till December 16.",2022-11-03T00:57:37Z,7,0
mank demelord,I can’t wait for Avatar to say his iconic line “It’s Avatarin’ time” and absolutely Way of Water the bad guys. Truly my movie ever.,2022-11-03T00:57:30Z,27,1
Jonathan Szeligowski,Am I really the only one who not only felt like this didn’t look good but also seemed rather dumb?,2022-11-03T00:57:18Z,1,0
harricanesFilm,😍🥰🥰🥰,2022-11-03T00:57:14Z,1,0
L T A I,Shoutout to the ones who didn't make it to see this come out. Let's all enjoy this movie not just for us but for them also.,2022-11-03T00:57:14Z,247,6
Pao Lo,Franchise bullshit. We all already know that,2022-11-03T00:57:07Z,0,0
MNZ,Cringe,2022-11-03T00:57:04Z,0,0
jbmopar1971,I'll be the only one... Meh,2022-11-03T00:56:58Z,0,0
mememan,Let's just hope this movie isn't pocahontas but blue again.,2022-11-03T00:56:57Z,0,0
Aaron,Not gonna lie...looks dumb,2022-11-03T00:56:45Z,0,0
Christopher S,So his girlfriend dies and he becomes a single dad. spoiler,2022-11-03T00:56:38Z,0,0
📷 CAPATURE KING 📷,Please watch,2022-11-03T00:56:38Z,0,0
Vaszty Vault,Gæeeeeeeee,2022-11-03T00:56:33Z,0,0
Gnagg Wadschn,Detecting multiple leviathan class lifeforms in the region. Are you certain whatever you're doing is worth it?,2022-11-03T00:56:20Z,0,0
Horn Furrman,"If only people knew, I stand with my pal Quaritch",2022-11-03T00:56:08Z,0,0
What Movie Is It?,"Looks beautiful, can't wait.",2022-11-03T00:56:05Z,0,0
J J,The entire film was filmed with a Gameboy Camera,2022-11-03T00:55:56Z,0,0
Kevin Pereira,Where is Aang?,2022-11-03T00:55:54Z,3,0
BALANCED LIF3,Hopefully they can avoid the woke garb for once.,2022-11-03T00:55:46Z,0,0
Aeve Nova,"So... uh, what's the story? This gives me absolutely nothing except expensive-looking CGI<br>Think I'll give this one a pass.",2022-11-03T00:55:45Z,0,0
ThisIsFrenchTouch,It's been 84 years,2022-11-03T00:55:33Z,0,0
mashadow21,"Lets hope this isnt a first movie redone, i see the 2 main characters have a baby and that girl will be just like them.<br>better not.",2022-11-03T00:55:24Z,0,0
Marcos Carrasco,"So it's exactly the same movie as the first, but in/on water? Ok.",2022-11-03T00:55:23Z,0,0
Zadkiel862,So it's the first movie....but wetter? Meh,2022-11-03T00:55:13Z,0,0
A5280T,😳😳😳 Okay I think Avatar has officially made its grand “reappearance.” I don’t think the teaser trailer did enough. <br><br>This is more than enough. Wow!!!<br><br>This truly looks appealing and worthwhile! I’ve been getting sick and tired of “Superhero movies” lately tbh. Saw Black Adam a few weeks ago and about halfway through the movie I realized that I’m kinda done with this whole genre. 😕 it’s too overplayed and too saturated. <br><br>An amazing Sci-Fi saga sounds about right and I believe Avatar will be that saga in the coming years. Very excited for this!!,2022-11-03T00:55:12Z,0,0
Eduardo Cereto Carvalho,That's just Papyrus all over again,2022-11-03T00:54:49Z,0,0
Warren vonトロント,"took James Cameron 20 years to make Avatar 2, (i fell asleep during avatar 1).  <br><br>Over that time, Final Fantasy already came out with 7 new series with better visuals.  Talk about scammed for life!!",2022-11-03T00:54:47Z,0,0
BabyPanda666,Where's Jack?,2022-11-03T00:54:34Z,0,0
Ptolémée Sélénion,Cool.,2022-11-03T00:54:31Z,0,0
Roger Roger,James Cameron is about to prove everyone one wrong<br><br>This movie is going to be a masterpiece ❤️,2022-11-03T00:54:31Z,1,1
Gerges(EzeG),Alita Battle Angel 2 worth more than avatar,2022-11-03T00:54:28Z,2,0
Madhu Sudhan,Woww Awesome 💫👌,2022-11-03T00:54:20Z,0,0
Adam T,It looks like a game that had a trailer made specifically for release but the actual game will look like Roblox. This movie will suck like the first due to its story. Pocahontas re-skinned lol,2022-11-03T00:54:11Z,0,0
Shawn Harris,I've heard that David Cameron dived all the way back down to the Mariana trench to raise the bar again after it fell to a new low: The Challenger Deep. Is that really true?,2022-11-03T00:53:59Z,0,0
stephen D,"WELL, I will say what that trailer said to me... They are killing off a major character for a &quot;next generation&quot; level of family BS and a few special effects.  <br>But to be cynical, didn't the &quot;white man&quot; learn NOT to go back there....  I mean WTF, when you are beaten, you are BEATEN. No matter how much extra fire power you take (which incidentally we didn't see) WHY would you choose a 2nd fight ??? the whole Displacement BS is clearly tacced on to make it more viral!... jesus, how many years did we wait for this ???",2022-11-03T00:53:38Z,0,0
riddlah,"10 million views in 12 hours on this video alone. This movie is going to be huge, can’t wait!",2022-11-03T00:53:24Z,0,0
RebelReddy,Copied from Ramayana. Lord Rama had blu skin. Lord Hanuman had a tail.,2022-11-03T00:53:23Z,0,0
Kailey Raquel,why does it not look good,2022-11-03T00:53:14Z,1,0
Steve Czawiak,Hopefully the writing is as good as the visuals. I couldn't even get through the first one it was so boring.,2022-11-03T00:53:08Z,0,0
Joe Gustafson Jr.,"Lol the first movie was just a racist look at native Americans, now here's another one. Thanks bros.",2022-11-03T00:52:58Z,1,1
kimba,finally after so many fake avatar 2 trailers it’s here 😂,2022-11-03T00:52:42Z,0,0
Dovydas Pilka,i heard the film is gonna be 6 hours long is this true,2022-11-03T00:52:40Z,0,0
Keaven Murphy,Gawd I can't wait,2022-11-03T00:52:36Z,0,0
Halo Legend,That's not the Avatar I did absolutely nothing for in these past 10 years.,2022-11-03T00:52:25Z,0,0
Gabrielle Repetto,I am so ready!!!,2022-11-03T00:52:15Z,0,0
Symere Meyers,Looks trash,2022-11-03T00:52:13Z,0,0
Alejandro Cordoba Vazquez,que emoción,2022-11-03T00:52:07Z,0,0
ITZ_YAHBOYYASIN,1st one is still better in my opinion 😂,2022-11-03T00:51:56Z,1,1
Leandro Lima,O CGI tá insano!! Pqp 💙💙💙,2022-11-03T00:51:54Z,5,1
Herman Cardenas,Meh.,2022-11-03T00:51:54Z,0,0
rchouser123,Wow only like 12 years too late for me to care,2022-11-03T00:51:50Z,0,0
Júlio Pedro,💙,2022-11-03T00:51:44Z,0,0
Sky,Woooooah!  Now I can't wait on the next movie. <br><br>Avatar: The Way of the Wind 🌀,2022-11-03T00:51:37Z,1,0
ClarktoonCrossing,Okay... still not sure what the plot is given the clips.,2022-11-03T00:51:32Z,2,0
J.G,"3h:10 min runtume... if there is no (pee)pause during the movie, no way im going to watch it in cinema:)",2022-11-03T00:51:13Z,2,0
David G,We need this game on ps4r5,2022-11-03T00:50:39Z,0,0
Aman Lion,Meh seems as boring as the first one.,2022-11-03T00:50:36Z,0,0
TheProdigal Son,Don’t care it’s been 10 years it’s gonna feel like every game from that era. Oh you liked Spyro 1? Next games in water! Hooray! That’s what this is gonna be. It’s blatantly obvious,2022-11-03T00:50:30Z,1,0
sinthia soriano,dios mioooasdfdfdfl,2022-11-03T00:50:19Z,0,0
419chris419,I just wish the humans can glass the planet like they're supposed to.,2022-11-03T00:50:18Z,0,0
Touch. Me. I Will Turn You On,"I could just watch their daily lives all day. I would be mesmerised and enthralled even without any of the conflict. Just them with their golden and blue eyes, flying around with their drakes, swimming, parkouring in nature, just doing their things.",2022-11-03T00:50:10Z,0,0
Mr Cupcake ,Over 10 millions views in less than 24 hours after upload. That explains the hype for this movie!,2022-11-03T00:50:10Z,0,0
Mr Anderson,What terrible trailer lol,2022-11-03T00:49:46Z,2,0
《rainbow sushi thabi~,"Genuinely cried watching this I've been waiting for this since the last one came out, I even learnt the language :') I cant waitttttttttttttt",2022-11-03T00:49:29Z,0,0
Chey Blake,So it looks like the villans will be a group of Na'Vis,2022-11-03T00:49:27Z,0,0
Jesús israel Escamilla campo,Diciembre 2016 del 2022 papu buen lanzamiento si la película es una trilogía como yo espero lo que más me encanto de esta segunda entrega que aiga más variedad de animales que nose pudo ver en la primera y que lleguen nuevos seres humanos colonizadores y waifus mas tetonas y culonas y veo que ya tienen un bebe además es 100% de fox apenas este año lo termino junto como alita ángel de batalla sus últimas películas y reliquias de fox asta tuvo un videojuego  espero y lo continúen en las siguientes consolas  el asqueroso disney se ve que no toco mucho en esta película TE amo fox,2022-11-03T00:48:51Z,0,0
Mysterious K,What a crappy movie,2022-11-03T00:48:47Z,0,0
M A C A R E N A,"Súper emocionada por esta película, la primera es de mis favoritas 💙<br>¡No falta nada para regresar a Pandora!",2022-11-03T00:48:41Z,11,1
Rommel Galicia,13 Years. Worth It! December Gonna' Be Wild!,2022-11-03T00:48:39Z,0,0
Slaanesh Enjoyer,"Im predicting that it’ll just be another huge climactic battle with the side with machine guns, helicopters and missiles losing to dolphins instead of horses this time",2022-11-03T00:48:36Z,1,0
Battle Brother Mac,Purge the Xenos in the name of the Emprah!,2022-11-03T00:48:29Z,0,0
Kevin Russell,"It may be state of the art CGI but I'm a little sick of it the last ten years. Hope they include some practical effects as well, but I didn't see any in that trailer.",2022-11-03T00:48:27Z,0,1
Jonathan Mcniel,Looks the same. Just on the ocean.,2022-11-03T00:48:06Z,0,0
XtremeZ,They have a kid and it’s coming out close to Christmas guess u can say he’s a Feliz Navi dad(I’m sorry) 😂,2022-11-03T00:47:53Z,0,0
Pride_Mitochondria,Avatar Book 2: Water,2022-11-03T00:47:49Z,0,0
Ezra Mintaraga,"Maybe we can see <b>Aang</b> or <b>Korra</b> in this sequel, because they're an <b>Avatar</b> too, right? 😁 or <b>Alita the Battle Angle</b> for the MultiVerse.",2022-11-03T00:47:38Z,1,0
igoR,finally doe,2022-11-03T00:47:37Z,0,0
Crypto World,Boring,2022-11-03T00:47:22Z,1,0
Вадим протодьяконов,Когда???,2022-11-03T00:47:10Z,0,0
Toaster Owens😬,Man I was like 8 years old when the first one came out😭,2022-11-03T00:46:53Z,0,0
KOUKOUXiNG,Bad CGI. Camera movement not realize,2022-11-03T00:46:52Z,1,2
Josh Bogner,Goofiest movie of the year,2022-11-03T00:46:52Z,0,0
N Wood,"Wow,CGI fest.Oscar goes to AVATAR<br>for best cinematic high tech<br>CARTOON.Enjoy kids!",2022-11-03T00:46:46Z,0,0
লেখক আজিজুল হক শাওন,Love from Bangladesh. 🇧🇩🇧🇩🇧🇩,2022-11-03T00:46:41Z,0,0
Josh Bogner,"Yeah, this does not look good.",2022-11-03T00:46:30Z,1,0
Sri  ladies tailoring,MY DREAM MOVIE,2022-11-03T00:46:22Z,0,0
Trashtalker,11 hours and 10 Million views for a movie trailer? Is this a record? You deserve the love Avatar.,2022-11-03T00:46:16Z,5,1
Pop Siwapat,U inspire me to continue my work to make a beautiful fantastic world for my audience and reader. Thx so much. ❤,2022-11-03T00:46:07Z,0,0
jørgen langvik,I hope the good guys win this time,2022-11-03T00:45:54Z,1,0
Toaster Owens😬,Wild how no one have even talked about the first movie since like 2012 yet this still managed to get 10 mil views in under a day,2022-11-03T00:45:45Z,0,0
KovuPlaysGames,Exciting!,2022-11-03T00:45:43Z,0,0
Kobby Juice,I still hate the first movie,2022-11-03T00:45:42Z,1,0
dangier,"The daughter sounds like she has Sigourney Weaver's voice, or am I imagining that??",2022-11-03T00:45:31Z,0,0
Shrijeet Kadam,Thoes who haven't watched Avatar first part yet like. 😂<br><br>👇,2022-11-03T00:45:24Z,1,0
Олег,Когда уже нормальную фантастику будут снимать? Задолбал этот комбикорм для животных,2022-11-03T00:45:21Z,0,0
Hands and Paws,very powerful !,2022-11-03T00:45:11Z,0,0
Md Sarker,First Avatar film has better CGI,2022-11-03T00:44:57Z,4,0
Ganesh Yeminedi,Wow... It's a masterpeice,2022-11-03T00:44:51Z,0,0
Daniel,They better have a good sex scene in this movie,2022-11-03T00:44:49Z,2,0
Yvonne De La Rosa,Am I the only person who could’ve gone their whole life without another Avatar movie? 🤔 Some of the comments have me 🤣,2022-11-03T00:44:37Z,3,0
Shrijeet Kadam,History being written again with this masterpiece 🔥,2022-11-03T00:44:35Z,1,0
Erika,Oh wow. I'm ready.,2022-11-03T00:44:31Z,0,0
Amono,can human win this time. Can;t wait for this action movie!,2022-11-03T00:44:29Z,0,0
StickynugzZ,Looks boring,2022-11-03T00:44:24Z,1,0
Joua Vang,OMG !!! The plot sounds really stupid!!!,2022-11-03T00:44:17Z,2,1
C. A. Marsupial.,It's supposed to look like true life but it just looks like computer graphics.,2022-11-03T00:44:17Z,3,0
Me too!,"@Metoo<br> subscribe , like and share please support",2022-11-03T00:44:16Z,0,0
Claudia Rosa,"La mejor pelicula de la historia, no puedo esperar para ir a verla.....avatar solo supera a avatar!",2022-11-03T00:43:59Z,0,0
JoJo Rey,Demonic.,2022-11-03T00:43:55Z,0,0
Touch. Me. I Will Turn You On,I re-watched the first Avatar in 3D theater and experienced such beautiful feelings! I can’t wait for this one!!! ❤,2022-11-03T00:43:39Z,0,0
Lawtorius Vermillion,"The first Avatar show the Way or the Wind, now its the way of the Water , cant wait to see the way of the Fire or the Earth.😊😊",2022-11-03T00:43:17Z,2,0
True & Scary,Dope,2022-11-03T00:43:09Z,0,0
David Benitez,Idk the second third fourth etc. are never better then the first!!!!,2022-11-03T00:43:06Z,0,0
uneedtherapy42,Avatar 2 the electric boogaloo,2022-11-03T00:43:00Z,1,0
Ахмата Вагнеровна,Урааааааааааааа ♥️♥️♥️♥️🇷🇺🇷🇺🇷🇺🇷🇺♥️♥️♥️♥️♥️♥️♥️я так долго его ждала .,2022-11-03T00:42:46Z,0,0
Krish Tamang,I havent see the Avatar part 1 but hope surely i will see this movie in the theatre 🌻❤️first holloywood movie that I m impressed by its narration 🥰what a soft sound 🌻,2022-11-03T00:42:35Z,0,0
Gmotion EDC,Looks like a repeat. And it’s funny a movie about anti technology that was made from pure technology!?!?! Something schizophrenic about that.,2022-11-03T00:42:28Z,0,0
BluriX Nightcore,Who thought the stupid idea of unknown creatures like Avatar would be one of the highest rated movies of all time,2022-11-03T00:42:27Z,1,0
Jack J0n3s,I've been ready since 2009.,2022-11-03T00:42:24Z,0,0
Jangam Naveen,No Words to Say <br>Just it’s a Wonder ❤❤❤❤,2022-11-03T00:42:11Z,0,0
Abdullaziz Mohamed,Shouldn’t it be Avatar: Way of THE water?,2022-11-03T00:41:50Z,0,0
mr1spamification,"Hello, I am under de wataer, please help me. Eez too much raining, <b>oOOoooOOoo</b>",2022-11-03T00:41:47Z,0,0
captin 08e,Feel like this movie will suck,2022-11-03T00:41:21Z,1,0
Salvatore Cangialosi,Can’t wait for this movie,2022-11-03T00:41:04Z,0,0
Dave Cody,Either the biggest hit or biggest flop of all time. We'll soon find out...,2022-11-03T00:41:03Z,0,0
Scrambled Eggboi,Where's the dudes other son? The one who's human and shit,2022-11-03T00:40:58Z,0,0
SnazzyJazzy,It’s about time!!,2022-11-03T00:40:52Z,0,0
momo pho,"Avatars,, blue people,,,love that film,,,",2022-11-03T00:40:41Z,0,0
Purple Lord,"wait, this wasn't a game trailer?",2022-11-03T00:40:40Z,0,1
Anu,12 year,2022-11-03T00:40:26Z,0,0
Jimmy Noname,Meh. I’ll wait until it comes out on beta max.,2022-11-03T00:40:07Z,1,0
Nome Man,Everyone watch this in 4DX,2022-11-03T00:39:58Z,0,0
I am THIS I am,"2 Things…<br>1. For the time it took to make this, I pray all sequels at once and this is the only one we know of. <br>2. The connective thing in their pony tail is a retarded design. It should have been in their trailer since they’re giving them tails. This way it wild make sense for the connection to run up their spine (chakra points). Moreover, if they were to exhale someone from the connection they have with the planet it would serve as punishment to severe their tails.",2022-11-03T00:39:56Z,0,0
christopherRobin:v 96,Q weno está laptmd,2022-11-03T00:39:50Z,0,0
SolidJunkernaut,Meh.,2022-11-03T00:39:37Z,2,1
Shelby Dahlem,"May I point out that Lo’ak has 5 fingers like his dad? I just thought that was a good detail. I also noticed that Kiri has 5 fingers as well. She’s adopted, but I know she has a connection to Grace. I can’t wait to hear more of her story!",2022-11-03T00:39:32Z,0,0
Mary Kost,"So excepted for the new movie, Avatar in general is my goto movie now I have a new movie to rewatch every Friday!",2022-11-03T00:39:32Z,0,0
Double,hahahaha looks low key dead as,2022-11-03T00:39:20Z,0,0
Ari Bailor,Ohh look. It's the natives vs. Humans. Again.,2022-11-03T00:39:06Z,0,0
SkywalkaMC 117,"Keeping the faithfulness to the original one, they also released the trailer in HD and not 4K.",2022-11-03T00:38:59Z,0,0
88AlphaSierra,At the bottom of the water on Padora is the Titanic and they resurrect Jack Dawson but not Rose.,2022-11-03T00:38:53Z,0,0
Данил Воронин,Пока судя по трейлеру какую то второсортную Куету снялис повесточкой.,2022-11-03T00:38:50Z,1,0
The Gargungulus,I like the sea monters,2022-11-03T00:38:49Z,0,0
batata,depression incoming,2022-11-03T00:38:09Z,0,0
Noah Freeburg,another trailer that pretty much spoils the entire plot of the movie...,2022-11-03T00:37:38Z,0,0
magellan,"This movie is a flex. All the most difficult CGI are everywhere, from light reflection, water particles, hair, plants, underwater movements.. must be an insane amount of work.",2022-11-03T00:37:38Z,0,0
Dillon Bedney,This looks SO GOOD!!!!!!!!!! 💙,2022-11-03T00:37:26Z,0,0
Mateo Escallón Uribe,"It looks amazing, looking forward to watching it soon.",2022-11-03T00:37:15Z,0,0
Thobelani Chili,THIS GIVE ME CHILLS I SHOULD SAVE MONEY FOR THE CINEMA THIS UPCOMING DEC😍🔥,2022-11-03T00:37:12Z,0,0
Touch. Me. I Will Turn You On,"The graphic’s in this movie are so beautiful, I’ve been in love with the first movie ever since I was young, I’m so excited to watch it",2022-11-03T00:37:02Z,0,0
Bambang Toro,CAN'T WAIT,2022-11-03T00:36:55Z,0,0
